epoch,train_loss,val_r,val_rmse,val_ci
1,0.6292600042553859,0.44925243,1.5144116765712201,0.6793613836687178
2,0.47211089489976266,0.46765912,1.4528315258031654,0.6867751450803959
3,0.42125098549307494,0.5368196,1.4592365828226166,0.7162901432860381
4,0.40129752466673535,0.446526,1.5122566941715856,0.6878692657137605
5,0.3657748551326823,0.5621617,1.345477701249724,0.7303561581485728
6,0.34691140564651984,0.5501861,1.3482352077409012,0.7345575813806927
7,0.3326286293284341,0.5023859,1.440562096668488,0.7247367545756125
8,0.318218614911799,0.532634,1.432804316473401,0.7295421323973496
9,0.30503338791611145,0.5078418,1.423128351166557,0.71588750689296
10,0.2954260770308022,0.53823113,1.369147938750972,0.7396605600147049
11,0.2881742971220012,0.5577989,1.3700730309198907,0.7437744535961557
12,0.27763872458781846,0.57959485,1.316766299127852,0.7519934877939902
13,0.2703548615019104,0.5175334,1.3831921072572,0.7250431083529546
14,0.2636237278319838,0.5391578,1.366689885725323,0.7345313224854919
15,0.2563905060489312,0.5683692,1.3335740448312141,0.7484310310117552
16,0.25094250935519724,0.505159,1.413708299988171,0.7116773306957732
17,0.24298112651425605,0.5981508,1.2917307663466255,0.7507680726846219
18,0.23860999833110763,0.57696,1.331388346329295,0.7468379913695764
19,0.23236558390935372,0.6052833,1.2807950398353252,0.7453674932383345
20,0.22752209011803906,0.61372477,1.2929827179399176,0.7530438436020201
21,0.22303455014273332,0.58210504,1.3243033683095116,0.7482472187453499
22,0.21847860182445483,0.60273063,1.312761326160001,0.7472668866578553
23,0.2140195916074203,0.5996957,1.2927748428108863,0.7566588181746566
24,0.20869916389259263,0.5884129,1.3067165746126788,0.7453849991684683
25,0.20287444933243298,0.59904075,1.2942796498336717,0.73609810323247
26,0.19948226093952326,0.5809841,1.323115291352617,0.7469955447407809
27,0.19561412219604113,0.5159802,1.4192248789029076,0.7213581100597828
28,0.19209902493807424,0.5986434,1.3134733405658672,0.7492363037979115
29,0.18822110706908243,0.5997808,1.3032951006115054,0.7366495400316857
30,0.1833468454816326,0.61873764,1.2791883582762165,0.7535077507505668
31,0.178985068226008,0.5908861,1.3192665426327819,0.7320892452318223
32,0.17602681546008808,0.59482944,1.3172040836471335,0.7461202482340893
33,0.17253203617443938,0.60067225,1.2944031563960847,0.7502954125710084
34,0.16813509186338454,0.6250669,1.2743924544683956,0.7459189300375502
35,0.16462709614033402,0.61380905,1.2827592659799412,0.7435556294694828
36,0.16112557440300138,0.60648143,1.3074742781113013,0.7421201431985085
37,0.15834936002496194,0.62181914,1.2723062557376987,0.7485273136274914
38,0.15502701763081095,0.6286684,1.2680064742798487,0.7404220679755267
39,0.15215615459594709,0.6166173,1.2862184535125634,0.7426715799977243
40,0.14929087678801253,0.6154859,1.287218890936067,0.7404658328008613
41,0.14715887417862886,0.6236862,1.275151883222883,0.7476345111906658
42,0.1450552459463175,0.62292016,1.2722862516048203,0.7443959141159068
43,0.14242107289773082,0.6160188,1.2817304222229298,0.7414286589582221
44,0.1403981942779945,0.62221605,1.2767138780093112,0.7437569476660219
45,0.13978086294026393,0.61304337,1.290899182030066,0.7411835759363484
46,0.13762262755393592,0.6210686,1.2787172358427539,0.7418137894211664
47,0.13718428865721147,0.6188988,1.2835387744611961,0.7414899297136905
48,0.13630427156528582,0.6179452,1.284282120365162,0.7415862123294266
