epoch,train_loss,val_r
1,0.42949540081957494,0.5060188
2,0.24359487374419636,0.5635003
3,0.23185540966828053,0.59090453
4,0.23270670433955318,0.60925657
5,0.21657929928182984,0.59732485
6,0.21047633780097716,0.6108943
7,0.2043300348532461,0.61282706
8,0.20310859485346586,0.6381397
9,0.1944535652110828,0.6118289
10,0.19330120257290662,0.6382662
11,0.1899395335106757,0.6442075
12,0.18905012549581826,0.66486084
13,0.1855207257427141,0.669501
14,0.18264664333267489,0.66610384
15,0.18362426087015896,0.67513996
16,0.17726202486197562,0.6858124
17,0.1732686612960634,0.6938938
18,0.1726272154424664,0.7017565
19,0.16922888516646,0.70550185
20,0.16256227685480587,0.71336585
21,0.15937228082152927,0.70234346
22,0.15991377324592568,0.71302426
23,0.15769580190960483,0.72044325
24,0.15300737396488173,0.71821
25,0.15102795259448487,0.7291637
26,0.1520003279269753,0.72310495
27,0.14878668399275616,0.7323154
28,0.14579246153614017,0.7180082
29,0.1420786296895228,0.74193597
30,0.14169693244597698,0.7412685
31,0.1399842459267381,0.73838043
32,0.1372521184259106,0.7363286
33,0.1368067142197238,0.74644136
34,0.13370596860713438,0.7490742
35,0.1326881258768967,0.7520412
36,0.13040956681685176,0.7585671
37,0.12973187355010068,0.77368796
38,0.12612961847753862,0.7814977
39,0.12373471743248336,0.7899247
40,0.1208565672998989,0.7920059
41,0.11954009088563786,0.7949418
42,0.11846117401135513,0.7920732
43,0.11805744477718087,0.79741204
44,0.11621215997316112,0.7990273
45,0.11542804977902216,0.79874253
46,0.11537575517335802,0.79860413
47,0.11428582497329573,0.79828537
48,0.1138120576426967,0.7984601
49,0.11341156704034623,0.79884744
50,0.11343906107094585,0.7987014
