epoch,train_loss,val_r
1,0.41836245185244736,0.53789043
2,0.2556997037019174,0.52710664
3,0.23396212477089137,0.57462686
4,0.22753572508043263,0.60579073
5,0.2183258570456234,0.61507225
6,0.21477659279243752,0.60624444
7,0.20686895092651358,0.61712277
8,0.20715006418036408,0.60988957
9,0.20581868371430773,0.62465894
10,0.20252143321333516,0.6089392
11,0.19843733389670873,0.62633884
12,0.19402458690603716,0.65132725
13,0.1912361819239883,0.63505864
14,0.18673875324767694,0.6465266
15,0.18372716463188962,0.64621806
16,0.18334198210880134,0.6890441
17,0.1741083785636558,0.691156
18,0.16842450963001163,0.69957805
19,0.16727867422278284,0.69830513
20,0.1644918268416407,0.71612704
21,0.16177370816758163,0.6949446
22,0.15843647747185075,0.71259105
23,0.1568124556136741,0.7161537
24,0.15577243071592514,0.7152414
25,0.15102385713757033,0.71589196
26,0.14959911327111278,0.7362077
27,0.14711082093989566,0.7343226
28,0.14492298467040057,0.7432678
29,0.1427152338347211,0.7424548
30,0.13915153784729,0.76371336
31,0.1365110590133928,0.77201045
32,0.13206198466040006,0.7792195
33,0.13070642716335906,0.784206
34,0.127947575991652,0.78921497
35,0.12711043670675057,0.78828615
36,0.12559606918868663,0.7910916
37,0.12373678589518507,0.7910652
38,0.12229252124302706,0.7940779
39,0.12002850080874773,0.7974314
40,0.1187617301557039,0.79800916
41,0.1188134796730811,0.79762524
42,0.11737103205618821,0.79925215
43,0.11626314451822656,0.8010956
44,0.11534207535549865,0.80099
45,0.11493816439837375,0.8013966
46,0.11406909057827037,0.8002559
47,0.11316689648638265,0.80092317
48,0.11293624733494168,0.8010799
49,0.11333802639319022,0.8011386
50,0.1121098849915513,0.80161715
