epoch,train_loss,val_r
1,0.5175662101318141,0.5736246
2,0.24738752612357415,0.6128505
3,0.21870624653047524,0.62657416
4,0.19364227061208908,0.6812076
5,0.18214085618668807,0.69406784
6,0.17283486589748526,0.69987065
7,0.162431700241299,0.719026
8,0.1586013187296299,0.72408956
9,0.15191422972608484,0.73045766
10,0.148920961494011,0.7445672
11,0.1428300146950615,0.7414284
12,0.13994897608640253,0.7454291
13,0.1378267967512806,0.73364013
14,0.13531128077093732,0.7471771
15,0.13310713247083084,0.7571576
16,0.1300120482860009,0.75596404
17,0.12792011200521208,0.7645756
18,0.12614064841243114,0.7649058
19,0.12510991290553528,0.7632427
20,0.12216637645728239,0.76542825
21,0.1210465241799039,0.76835644
22,0.1192022906894792,0.7792795
23,0.11711375487457464,0.7755358
24,0.11616246423847526,0.7817305
25,0.11520566792898145,0.78228104
26,0.11407700852844051,0.78516096
27,0.11241236864346414,0.7836646
28,0.11118241981850445,0.79085994
29,0.1095705549553596,0.78827953
30,0.10850894140794258,0.7912031
31,0.10736806570298389,0.79369885
32,0.10560205560505419,0.7941958
33,0.10513070396289532,0.7954619
34,0.10334686915380259,0.7973788
35,0.10233103646532529,0.7970066
36,0.10126565084404458,0.80015814
37,0.09979270456892379,0.8014029
38,0.09868651554786827,0.80167353
39,0.09756746348572588,0.8019084
40,0.09680020573163975,0.8053968
41,0.09571887723384091,0.8063626
42,0.09450872578504059,0.8075954
43,0.09377120816592185,0.8080016
44,0.09301025852042012,0.80916846
45,0.09234499902532935,0.8098477
46,0.09202823195702914,0.8097131
47,0.09149436374995124,0.8100268
48,0.09108510543419852,0.80987024
49,0.09099458428642837,0.81037873
50,0.09102600116314159,0.81032604
