epoch,train_loss,val_r
1,0.5187526040468377,0.5645972
2,0.28340235060854707,0.58754784
3,0.23872550132763493,0.60967445
4,0.21253917543212703,0.6411934
5,0.19564522750499172,0.6797066
6,0.1829855386218844,0.6934316
7,0.16915874318819793,0.7042475
8,0.1665437899966742,0.71586055
9,0.15808981349165316,0.7242918
10,0.15348357057072262,0.72799164
11,0.14989955074896055,0.7262847
12,0.14525061821441293,0.72642964
13,0.14259645719023695,0.72658604
14,0.14033990042827757,0.74171925
15,0.1385824059288539,0.75250995
16,0.13494760318835403,0.75183624
17,0.13471388855230848,0.7600752
18,0.13289891772522758,0.74838734
19,0.13077228437889404,0.75395787
20,0.12837324884376441,0.7630893
21,0.12753776887262233,0.7596792
22,0.12502951400615145,0.76745486
23,0.12468936800584454,0.7715079
24,0.12267983207340935,0.76663744
25,0.12136155125658518,0.765141
26,0.11983304710693461,0.7749024
27,0.11940490268866144,0.77742267
28,0.11668338313584818,0.7803893
29,0.11485363871031241,0.780682
30,0.11441852427879624,0.7825537
31,0.11340135233547302,0.7822654
32,0.11185611041011241,0.78705
33,0.11117893134608532,0.7872013
34,0.10936832628858056,0.78658867
35,0.10856100967266889,0.7918505
36,0.10692124249751836,0.7923753
37,0.10521476226709438,0.79431796
38,0.10410192226596936,0.79798186
39,0.10229081518647722,0.7974263
40,0.10102403571551008,0.7991705
41,0.09995295693279818,0.7972149
42,0.0987098357123033,0.8019433
43,0.09783593150127354,0.8013593
44,0.0970012430318867,0.80257136
45,0.09634109730930894,0.80332327
46,0.09605999970304469,0.8036833
47,0.09538710005923859,0.8036963
48,0.09508221819635902,0.80415463
49,0.09494464322437672,0.804149
50,0.09490282056637359,0.80414295
