epoch,train_loss,val_r
1,0.49519211335644875,0.584327
2,0.29055356295922435,0.59738135
3,0.23847831736066533,0.61653423
4,0.21396443795978973,0.6547576
5,0.19009655987406907,0.66570926
6,0.1802594316431696,0.70705235
7,0.16684445942264187,0.7120234
8,0.15993905909935416,0.72756314
9,0.1558474297526854,0.7290479
10,0.14755570661915499,0.72513354
11,0.14842108416530236,0.7167315
12,0.14229098572038693,0.74704415
13,0.13836330901889218,0.74360573
14,0.1384279807218314,0.7458514
15,0.1344986124754482,0.7509726
16,0.13253928258409692,0.7469727
17,0.13249228344456493,0.7576988
18,0.12988280361613425,0.7556824
19,0.12799239022736505,0.7619127
20,0.12526084870621707,0.7659424
21,0.1252333141289726,0.76745415
22,0.12264134284730696,0.7672992
23,0.12197721438161953,0.7764737
24,0.12045790113055332,0.77739805
25,0.11890582911060765,0.7696852
26,0.11686338295594785,0.78094226
27,0.11640565312486788,0.7837409
28,0.11348584150090558,0.78665125
29,0.11221736375691746,0.78764844
30,0.11173623870330827,0.7887685
31,0.10948763611313023,0.7889718
32,0.10799191737315544,0.7908807
33,0.1072364076504867,0.79268324
34,0.10566109202913161,0.7929519
35,0.10513975016664467,0.7959866
36,0.10388017230908923,0.7953093
37,0.10252017676754685,0.7969433
38,0.10162391344713298,0.7990718
39,0.10045615294750991,0.79818785
40,0.0990616205674191,0.79988825
41,0.09837486291624906,0.7994391
42,0.09733750572936224,0.8009396
43,0.09657838452822827,0.80043423
44,0.09553893867930105,0.80250394
45,0.0949310476540092,0.8025374
46,0.0947000095656642,0.80276775
47,0.09404207152274464,0.8027568
48,0.09414360872863008,0.80328095
49,0.09381501365368893,0.80353427
50,0.09350912098710933,0.8031681
