epoch,train_loss,val_r
1,0.46892595219815536,0.5454742
2,0.2480260388519925,0.5375402
3,0.24711638123209223,0.5613437
4,0.24679594136042549,0.5638977
5,0.2247866129426427,0.5819011
6,0.21332992914398505,0.6012925
7,0.21329012990388826,0.60325813
8,0.20676098817983243,0.5998796
9,0.20743004260940173,0.6111433
10,0.1985329424801183,0.63242745
11,0.19517733267170206,0.6206095
12,0.18754653527392845,0.6728705
13,0.18405914613035526,0.6815205
14,0.17920926433038709,0.69156325
15,0.18039049247897812,0.6932268
16,0.1714512610173145,0.68627465
17,0.16785230177471783,0.7026067
18,0.16512432251062006,0.710215
19,0.1649419851262928,0.69757044
20,0.1587820545340356,0.71051836
21,0.1549595825746319,0.7202537
22,0.1525845566242218,0.733271
23,0.15425937307820675,0.72790146
24,0.14742034929515666,0.7352214
25,0.14492424676808585,0.74824405
26,0.14207228772089708,0.76226926
27,0.1369752638409208,0.7777816
28,0.1336929202023112,0.7653713
29,0.13267392584653606,0.7820417
30,0.1296560849757684,0.7783176
31,0.12835254843818966,0.7847508
32,0.1246825761980099,0.7941111
33,0.12305309860641962,0.7913886
34,0.12112190053798302,0.7989931
35,0.1188950039288057,0.7954198
36,0.11736624246626345,0.800274
37,0.11568141169784085,0.8005732
38,0.11395707956115393,0.80288184
39,0.11345173205228251,0.8052461
40,0.1109813346448147,0.8045032
41,0.1101924135560001,0.80800533
42,0.10890702808221725,0.8080833
43,0.10779333508029128,0.80967236
44,0.10642801633216145,0.809749
45,0.10576569969787576,0.8112974
46,0.1053286510304504,0.81118214
47,0.10517691197198258,0.8113259
48,0.10472120244065371,0.8127885
49,0.10407263153227367,0.8125269
50,0.10383537791283719,0.81206393
