epoch,train_loss,val_r
1,0.5702741300699548,0.56363875
2,0.28833594497266274,0.5838728
3,0.24866756247716904,0.5750102
4,0.2091891173195153,0.6668707
5,0.18945132855545152,0.6875172
6,0.17722354925655784,0.71230024
7,0.1657865020438975,0.71395165
8,0.15719074698311028,0.7240057
9,0.15165693196170185,0.7260464
10,0.14428116397675808,0.73358655
11,0.14270852751135127,0.74595356
12,0.13800044846483317,0.7450355
13,0.1353614387275724,0.74521416
14,0.13393178466315347,0.7407832
15,0.13192751507771436,0.7544717
16,0.1294054814828023,0.7624277
17,0.12870798143854387,0.76166236
18,0.12677558029206476,0.7642981
19,0.12416457460962402,0.76477146
20,0.12340384632945227,0.7629391
21,0.12169229378449545,0.76006544
22,0.11965048075340104,0.77240855
23,0.11844811241788494,0.77259284
24,0.11661480621500893,0.7784906
25,0.11566738688625847,0.7778588
26,0.11421945627707167,0.7813708
27,0.11320580950390209,0.7817026
28,0.11109989151641769,0.7842287
29,0.10962990569552362,0.7853372
30,0.10806013336337765,0.7861817
31,0.10636342990421738,0.79237914
32,0.10474822342871744,0.7910482
33,0.10381238166594904,0.7939832
34,0.10201541343850466,0.79500926
35,0.1009432786602265,0.79857177
36,0.0992977861980845,0.8006042
37,0.09805774465006167,0.80219585
38,0.09634250288842641,0.8039015
39,0.09529184852014289,0.80508244
40,0.09486169600707958,0.80503994
41,0.09316768898285643,0.8073649
42,0.09235596804979256,0.80800295
43,0.09151853501709595,0.8092679
44,0.09085944998898976,0.81079984
45,0.08975055735221507,0.81076324
46,0.08934361970888229,0.81132966
47,0.08902037593179524,0.81175387
48,0.08837667477253372,0.8120175
49,0.08845567154973194,0.8118226
50,0.08800960098737845,0.81193995
